Predicted duration,1.5,,,
Predicted error,0.8,,,
Predicted start,08:37:31,,,
Notes,none,,,
FrameNum,timeInfo,signal-target,signal-track1,signal-track2
584,[08:37:55.4959674],13090,701892,788210
585,[08:37:55.8464459],18396,665717,905648
586,[08:37:56.1969298],11672,630488,863986
587,[08:37:56.5474083],21574,739379,850418
588,[08:37:56.8978868],21928,703634,816113
589,[08:37:57.2483707],18577,717766,818513
590,[08:37:57.5988492],8052,632649,804764
591,[08:37:57.9493277],28216,699040,844283
592,[08:37:58.2998115],22582,680558,854447
593,[08:37:58.6502900],21908,683407,835523
594,[08:37:59.0007740],14129,715996,766052
595,[08:37:59.3512524],21324,664066,830050
596,[08:37:59.7017309],14968,693912,815856
597,[08:38:00.0522148],19979,698053,809098
598,[08:38:00.4026932],13274,709606,866475
599,[08:38:00.7531717],15872,669585,778115
600,[08:38:01.1036557],28855,698259,783872
601,[08:38:01.4541341],14247,724995,791641
602,[08:38:01.8046126],18596,648826,794700
603,[08:38:02.1550966],13468,624165,794613
604,[08:38:02.5055750],17894,688886,816126
605,[08:38:02.8560535],23943,659535,822565
606,[08:38:03.2065374],15763,686831,791000
607,[08:38:03.5570158],12963,689772,811417
608,[08:38:03.9074943],12954,615087,832522
609,[08:38:04.2579782],7814,649436,763359
610,[08:38:04.6084567],15298,682832,837884
611,[08:38:04.9589352],12058,677605,810962
612,[08:38:05.3094190],10262,683333,763589
613,[08:38:05.6598975],19260,662027,751817
614,[08:38:06.0103815],9316,707635,829391
615,[08:38:06.3608599],17345,691172,816993
616,[08:38:06.7113384],17830,689269,820759
617,[08:38:07.0618223],24836,664535,784264
