Predicted duration,2.1,,,
Predicted error,0.5,,,
Predicted start,05:52:11,,,
Notes,none,,,
FrameNum,timeInfo,signal-target,signal-track1,signal-track2
554,[05:52:38.3106789],43103,160243,268098
555,[05:52:38.4605689],41006,170636,266957
556,[05:52:38.6093159],40907,166303,280969
557,[05:52:38.7594445],39605,177468,250901
558,[05:52:38.9107813],38583,167220,257797
559,[05:52:39.0613166],40622,162773,249957
560,[05:52:39.2113642],39201,163010,273990
561,[05:52:39.3602798],39831,166862,259435
562,[05:52:39.5111324],41267,175025,263838
563,[05:52:39.6612466],37256,167680,260673
564,[05:52:39.8095517],41418,170384,266341
565,[05:52:39.9622388],43316,167088,266407
566,[05:52:40.1102096],37499,165494,249810
567,[05:52:40.2619976],42196,166231,272264
568,[05:52:40.4098991],40731,164088,264979
569,[05:52:40.5609394],40480,167817,264242
570,[05:52:40.7108437],44943,172711,259757
571,[05:52:40.8614271],43419,169175,271237
572,[05:52:41.0101586],39997,176121,248338
573,[05:52:41.1613827],40965,168487,251268
574,[05:52:41.3124901],42363,176475,252885
575,[05:52:41.4604284],43279,173487,274281
576,[05:52:41.6128256],42877,194914,269518
577,[05:52:41.7619766],37701,186284,262054
578,[05:52:41.9106994],39964,172288,269494
579,[05:52:42.0619871],42003,183168,274043
580,[05:52:42.2114382],42464,168043,262438
581,[05:52:42.3636812],41444,166503,260160
582,[05:52:42.5109415],45866,157719,255319
583,[05:52:42.6630954],36887,167284,264533
584,[05:52:42.8131559],39927,169927,274418
585,[05:52:42.9611997],35358,155172,259261
586,[05:52:43.1113924],34444,167458,265470
587,[05:52:43.2630031],40534,166049,251277
588,[05:52:43.4116819],42103,163619,256993
589,[05:52:43.5631150],45437,167595,256300
590,[05:52:43.7115999],40305,163592,252113
591,[05:52:43.8641597],43941,163597,261078
592,[05:52:44.0132542],38479,165921,242723
593,[05:52:44.1641211],35861,164099,241984
594,[05:52:44.3116598],38845,169296,241187
595,[05:52:44.4637352],36889,168940,242682
596,[05:52:44.6123571],36183,162560,246834
597,[05:52:44.7618832],41848,164628,252830
598,[05:52:44.9125198],37372,151691,253151
599,[05:52:45.0631014],32284,163331,250995
600,[05:52:45.2123586],39251,153509,252725
601,[05:52:45.3645076],32970,156700,234653
602,[05:52:45.5129931],33739,155453,244374
603,[05:52:45.6630861],37669,168240,249065
604,[05:52:45.8131883],34943,151071,254310
605,[05:52:45.9626269],34864,148527,245003
606,[05:52:46.1154610],37353,149561,241618
607,[05:52:46.2630346],29928,142372,228240
608,[05:52:46.4134988],27949,143307,228548
609,[05:52:46.5648085],29004,144626,223900
610,[05:52:46.7130860],25672,155911,226419
611,[05:52:46.8662415],33038,156363,215217
612,[05:52:47.0130576],25853,153184,227853
613,[05:52:47.1636733],34709,167599,235248
